bldg_id,barangay,latitude,longitude,year_built,floors,material,occupancy,vs30,event_id,magnitude,dist_km,pga_g,pgv_cms,damage_class,damage_severity
ANT-00375,Mayamot,14.60999,121.23927,1952,3,Concrete,Residential,479,EVT-054,7.8,74.28,0.785,94.3,4,Class 4: Collapse
ANT-04914,Cupang,14.56243,121.24569,1995,9,Steel,School,213,EVT-074,7.4,55.07,1.057,126.9,3,Class 3: Severe Damage
ANT-04033,Inarawan,14.64217,121.12752,1992,8,Concrete,Hospital,286,EVT-087,5.0,77.93,0.092,11.0,0,Class 0: No Damage
ANT-04661,San Luis,14.63002,121.14762,2015,8,Wood,Industrial,221,EVT-093,8.3,28.26,4.843,581.2,4,Class 4: Collapse
ANT-00050,San Luis,14.59506,121.19135,1998,6,Steel,Industrial,480,EVT-063,7.4,43.14,1.089,130.7,3,Class 3: Severe Damage
ANT-02645,Cupang,14.55201,121.17674,1958,5,Masonry_URM,School,587,EVT-065,8.3,22.24,4.661,559.3,4,Class 4: Collapse
ANT-02414,Inarawan,14.5884,121.1282,1998,4,Steel,Commercial,390,EVT-061,8.2,88.28,0.864,103.7,3,Class 3: Severe Damage
ANT-00678,Mayamot,14.61135,121.13243,2007,9,Steel,Hospital,672,EVT-043,7.6,70.58,0.62,74.4,2,Class 2: Moderate Damage
ANT-00681,San Juan,14.56841,121.18557,1981,3,Concrete,Residential,352,EVT-091,7.6,47.18,1.23,147.6,4,Class 4: Collapse
ANT-03556,Inarawan,14.61266,121.18352,1974,7,Wood,Hospital,620,EVT-017,7.1,65.02,0.489,58.7,3,Class 3: Severe Damage
ANT-01372,Mayamot,14.60829,121.19528,1966,4,Masonry_URM,Commercial,184,EVT-034,5.3,63.2,0.172,20.6,2,Class 2: Moderate Damage
ANT-00802,Muntindilaw,14.55457,121.14932,1966,9,Masonry_URM,School,713,EVT-003,5.6,26.08,0.407,48.9,3,Class 3: Severe Damage
ANT-02741,Bagong Nayon,14.58401,121.15656,1956,5,Steel,Industrial,435,EVT-016,7.3,51.65,0.87,104.4,3,Class 3: Severe Damage
ANT-01867,Dela Paz,14.58423,121.15517,2017,7,Wood,School,582,EVT-036,5.9,27.55,0.543,65.1,3,Class 3: Severe Damage
ANT-02583,Dalig,14.57649,121.12549,2017,9,Steel,Hospital,533,EVT-038,5.5,92.73,0.088,10.6,0,Class 0: No Damage
ANT-01218,Muntindilaw,14.61498,121.17172,1969,9,Steel,Residential,425,EVT-041,5.3,16.72,0.602,72.2,3,Class 3: Severe Damage
ANT-01929,Cupang,14.577,121.15572,2008,8,Steel,Commercial,346,EVT-091,7.6,47.14,1.238,148.5,4,Class 4: Collapse
ANT-00269,San Jose,14.56887,121.22618,2016,4,Wood,Residential,169,EVT-042,6.2,66.42,0.337,40.4,2,Class 2: Moderate Damage
ANT-03376,Inarawan,14.64363,121.1663,1965,4,Concrete,Commercial,722,EVT-021,5.9,15.9,0.861,103.3,4,Class 4: Collapse
ANT-00328,San Juan,14.57791,121.21672,1967,8,Steel,Hospital,281,EVT-002,5.2,85.4,0.095,11.5,0,Class 0: No Damage
ANT-01574,Cupang,14.59227,121.22132,1981,1,Steel,School,625,EVT-041,5.3,21.15,0.426,51.1,2,Class 2: Moderate Damage
ANT-01880,San Jose,14.59117,121.13423,2019,3,Steel,School,407,EVT-024,5.6,84.03,0.116,14.0,0,Class 0: No Damage
ANT-02297,Dela Paz,14.59861,121.21995,1977,8,Wood,Industrial,494,EVT-001,6.8,65.81,0.387,46.4,3,Class 3: Severe Damage
ANT-01119,Dela Paz,14.61939,121.22821,1984,3,Wood,Industrial,155,EVT-059,7.5,71.53,0.912,109.5,3,Class 3: Severe Damage
ANT-02055,Inarawan,14.56537,121.24477,1959,9,Steel,School,390,EVT-100,5.4,85.23,0.096,11.6,0,Class 0: No Damage
ANT-04544,Inarawan,14.57198,121.206,1965,7,Steel,Industrial,570,EVT-042,6.2,68.5,0.225,27.0,1,Class 1: Light Damage
ANT-01675,San Juan,14.56731,121.18755,1966,5,Wood,Industrial,169,EVT-009,5.9,63.46,0.284,34.1,2,Class 2: Moderate Damage
ANT-02015,San Jose,14.57831,121.22371,1970,1,Wood,Commercial,583,EVT-006,7.2,93.14,0.315,37.9,2,Class 2: Moderate Damage
ANT-00921,Bagong Nayon,14.63695,121.16807,2017,3,Wood,Residential,307,EVT-086,6.5,37.19,0.756,90.7,2,Class 2: Moderate Damage
ANT-00843,Muntindilaw,14.59024,121.21993,2008,9,Masonry_URM,School,619,EVT-097,5.5,47.49,0.198,23.8,3,Class 3: Severe Damage
ANT-03781,Inarawan,14.58475,121.12832,1988,4,Concrete,Hospital,515,EVT-078,6.6,45.94,0.522,62.6,3,Class 3: Severe Damage
ANT-01171,Bagong Nayon,14.63485,121.13564,1995,2,Masonry_URM,Commercial,721,EVT-039,8.1,23.97,3.345,401.4,4,Class 4: Collapse
ANT-03788,San Juan,14.57567,121.13337,1958,8,Masonry_URM,Commercial,581,EVT-028,8.0,11.48,6.433,772.0,4,Class 4: Collapse
ANT-00138,San Isidro,14.59987,121.22613,1964,9,Steel,Industrial,417,EVT-038,5.5,83.78,0.109,13.0,0,Class 0: No Damage
ANT-02235,Mayamot,14.59859,121.22261,1967,7,Concrete,Hospital,579,EVT-065,8.3,27.17,3.781,453.7,4,Class 4: Collapse
ANT-04101,San Luis,14.57375,121.1704,1981,8,Concrete,Industrial,714,EVT-069,5.1,46.46,0.145,17.4,1,Class 1: Light Damage
ANT-02278,Cupang,14.56298,121.12226,1992,1,Masonry_URM,Commercial,424,EVT-087,5.0,79.45,0.079,9.5,1,Class 1: Light Damage
ANT-02695,San Jose,14.55891,121.14222,2023,2,Wood,Hospital,430,EVT-038,5.5,90.36,0.097,11.7,0,Class 0: No Damage
ANT-00557,Cupang,14.64988,121.17799,2002,5,Concrete,Commercial,388,EVT-083,6.3,4.74,3.408,408.9,4,Class 4: Collapse
ANT-03728,Cupang,14.64851,121.14391,1986,7,Concrete,Residential,363,EVT-011,6.2,27.54,0.785,94.2,3,Class 3: Severe Damage
ANT-01937,Muntindilaw,14.60348,121.24867,1996,5,Concrete,School,245,EVT-041,5.3,21.71,0.549,65.9,3,Class 3: Severe Damage
ANT-04749,San Luis,14.57495,121.19067,1952,5,Wood,School,535,EVT-095,7.8,45.95,1.385,166.2,4,Class 4: Collapse
ANT-04490,Bagong Nayon,14.58979,121.17929,1960,3,Steel,Hospital,688,EVT-019,5.0,55.57,0.108,13.0,0,Class 0: No Damage
ANT-01824,Bagong Nayon,14.63797,121.18572,2003,6,Steel,Residential,613,EVT-048,6.1,47.74,0.318,38.2,1,Class 1: Light Damage
ANT-00027,San Juan,14.55549,121.20789,2019,8,Wood,Residential,676,EVT-087,5.0,70.53,0.081,9.7,0,Class 0: No Damage
ANT-03421,Inarawan,14.64291,121.1446,1973,3,Masonry_URM,Commercial,223,EVT-086,6.5,39.57,0.772,92.7,4,Class 4: Collapse
ANT-02470,San Roque,14.57205,121.24799,2021,7,Wood,Residential,592,EVT-092,5.7,76.56,0.125,15.0,1,Class 1: Light Damage
ANT-01073,Bagong Nayon,14.63507,121.15836,2019,2,Concrete,Industrial,607,EVT-038,5.5,92.04,0.086,10.3,0,Class 0: No Damage
ANT-04111,San Roque,14.59599,121.19649,1966,1,Concrete,Industrial,578,EVT-077,6.8,78.21,0.295,35.4,2,Class 2: Moderate Damage
ANT-04787,Dela Paz,14.63317,121.1961,2015,9,Steel,Commercial,690,EVT-034,5.3,64.06,0.114,13.6,0,Class 0: No Damage
ANT-00943,San Juan,14.58892,121.24491,2010,3,Masonry_URM,Industrial,355,EVT-004,7.9,51.8,1.383,165.9,4,Class 4: Collapse
ANT-04372,San Isidro,14.6121,121.12572,1963,3,Wood,Residential,578,EVT-096,6.3,37.62,0.491,58.9,3,Class 3: Severe Damage
ANT-03507,Muntindilaw,14.56535,121.20218,1950,3,Steel,Commercial,641,EVT-013,5.1,60.89,0.101,12.2,0,Class 0: No Damage
ANT-02635,Cupang,14.60812,121.1485,2014,4,Wood,Commercial,323,EVT-036,5.9,26.42,0.678,81.4,4,Class 4: Collapse
ANT-02460,San Isidro,14.61837,121.18058,1958,6,Concrete,Commercial,750,EVT-057,5.1,22.66,0.325,39.0,2,Class 2: Moderate Damage
ANT-00624,San Jose,14.62846,121.20682,1988,3,Concrete,Commercial,258,EVT-072,8.2,74.78,1.269,152.3,4,Class 4: Collapse
ANT-04979,Bagong Nayon,14.59034,121.13251,1996,2,Masonry_URM,School,405,EVT-082,6.2,21.61,0.987,118.5,4,Class 4: Collapse
ANT-02223,San Luis,14.64952,121.12375,1998,7,Steel,Commercial,491,EVT-019,5.0,46.64,0.149,17.9,1,Class 1: Light Damage
ANT-03627,San Jose,14.61006,121.13484,1990,5,Concrete,Commercial,734,EVT-035,6.1,62.85,0.221,26.5,2,Class 2: Moderate Damage
ANT-03390,San Roque,14.62778,121.15084,1952,3,Steel,Commercial,185,EVT-055,5.6,84.29,0.153,18.4,1,Class 1: Light Damage
ANT-03852,San Roque,14.62961,121.18217,1986,4,Concrete,Residential,601,EVT-092,5.7,77.04,0.123,14.8,1,Class 1: Light Damage
ANT-01890,San Isidro,14.56121,121.13867,1993,4,Steel,Commercial,206,EVT-076,5.5,32.47,0.444,53.3,2,Class 2: Moderate Damage
ANT-01423,San Isidro,14.6433,121.17598,1997,3,Steel,School,541,EVT-024,5.6,80.54,0.113,13.6,0,Class 0: No Damage
ANT-04773,Cupang,14.64703,121.12639,2015,7,Steel,Commercial,668,EVT-089,8.1,95.36,0.624,74.8,2,Class 2: Moderate Damage
ANT-04078,San Jose,14.61544,121.20722,1995,4,Concrete,Commercial,380,EVT-022,7.6,68.87,0.748,89.8,3,Class 3: Severe Damage
ANT-00737,Dela Paz,14.58451,121.18308,2005,1,Wood,Hospital,457,EVT-066,5.7,14.21,0.937,112.4,4,Class 4: Collapse
ANT-02223,San Luis,14.64952,121.12375,1998,7,Steel,Commercial,491,EVT-013,5.1,67.18,0.097,11.6,0,Class 0: No Damage
ANT-03254,Dalig,14.64484,121.22631,1980,8,Steel,Industrial,333,EVT-054,7.8,74.74,0.869,104.3,3,Class 3: Severe Damage
ANT-03236,San Juan,14.6435,121.22585,2010,5,Steel,Industrial,294,EVT-037,5.6,83.99,0.129,15.5,0,Class 0: No Damage
ANT-04010,Inarawan,14.64487,121.14129,1958,9,Concrete,Industrial,700,EVT-087,5.0,76.44,0.072,8.6,0,Class 0: No Damage
ANT-02668,Inarawan,14.58279,121.22882,2001,5,Wood,Hospital,212,EVT-100,5.4,82.77,0.12,14.5,1,Class 1: Light Damage
ANT-03450,San Jose,14.58115,121.13771,2013,5,Wood,Commercial,563,EVT-052,5.3,32.72,0.264,31.7,2,Class 2: Moderate Damage
ANT-04567,Cupang,14.58969,121.18208,1987,9,Masonry_URM,Residential,362,EVT-056,6.2,20.55,1.08,129.6,4,Class 4: Collapse
ANT-02841,San Roque,14.55373,121.16279,2002,2,Concrete,Industrial,683,EVT-015,6.9,63.02,0.397,47.6,2,Class 2: Moderate Damage
ANT-00599,San Juan,14.64295,121.21112,1997,8,Wood,School,251,EVT-019,5.0,53.66,0.153,18.4,1,Class 1: Light Damage
ANT-01318,Dalig,14.57614,121.16203,1993,7,Steel,Hospital,196,EVT-098,5.5,70.28,0.173,20.8,1,Class 1: Light Damage
ANT-01248,Dela Paz,14.60479,121.14759,1972,6,Steel,School,681,EVT-099,6.8,42.1,0.614,73.6,3,Class 3: Severe Damage
ANT-03739,Muntindilaw,14.56388,121.21885,1981,1,Wood,School,282,EVT-023,5.1,55.64,0.156,18.7,1,Class 1: Light Damage
ANT-04344,San Jose,14.61498,121.12593,1963,3,Wood,Commercial,450,EVT-075,5.7,30.99,0.435,52.3,3,Class 3: Severe Damage
ANT-02256,San Isidro,14.61344,121.24742,1958,4,Steel,Hospital,408,EVT-016,7.3,41.72,1.154,138.5,4,Class 4: Collapse
ANT-03794,Cupang,14.557,121.1251,2021,1,Steel,Residential,409,EVT-100,5.4,75.01,0.113,13.5,0,Class 0: No Damage
ANT-00844,San Luis,14.63352,121.12858,1968,5,Masonry_URM,Residential,486,EVT-023,5.1,58.21,0.125,15.0,1,Class 1: Light Damage
ANT-01403,Inarawan,14.61331,121.24595,1991,1,Steel,School,686,EVT-026,6.9,63.75,0.395,47.4,3,Class 3: Severe Damage
ANT-02985,Muntindilaw,14.62151,121.20861,2019,9,Wood,Industrial,255,EVT-006,7.2,97.27,0.381,45.7,2,Class 2: Moderate Damage
ANT-03661,Dela Paz,14.58427,121.15138,1986,3,Steel,Residential,481,EVT-067,5.1,31.94,0.245,29.5,1,Class 1: Light Damage
ANT-04920,San Jose,14.57452,121.14337,2012,6,Concrete,School,563,EVT-002,5.2,79.19,0.086,10.3,0,Class 0: No Damage
ANT-01332,Dalig,14.60161,121.24182,2018,9,Concrete,Industrial,386,EVT-087,5.0,66.09,0.104,12.5,0,Class 0: No Damage
ANT-01114,San Isidro,14.63862,121.12547,1951,1,Masonry_URM,Hospital,547,EVT-024,5.6,85.77,0.104,12.4,2,Class 2: Moderate Damage
ANT-03107,Bagong Nayon,14.58061,121.22744,2002,1,Steel,Industrial,507,EVT-096,6.3,48.65,0.374,44.9,1,Class 1: Light Damage
ANT-03604,San Luis,14.58976,121.18717,2007,2,Wood,Commercial,364,EVT-015,6.9,58.28,0.53,63.6,3,Class 3: Severe Damage
ANT-04550,Muntindilaw,14.58216,121.17765,1984,3,Concrete,Commercial,518,EVT-099,6.8,39.17,0.726,87.2,3,Class 3: Severe Damage
ANT-00678,Mayamot,14.61135,121.13243,2007,9,Steel,Hospital,672,EVT-018,6.4,59.3,0.292,35.0,1,Class 1: Light Damage
ANT-04412,Cupang,14.62791,121.21715,2007,4,Masonry_URM,Industrial,514,EVT-096,6.3,45.08,0.409,49.1,3,Class 3: Severe Damage
ANT-02507,San Luis,14.63645,121.12898,2016,3,Wood,School,576,EVT-066,5.7,19.62,0.646,77.5,3,Class 3: Severe Damage
ANT-04061,Dalig,14.64531,121.18113,2020,1,Steel,Industrial,600,EVT-055,5.6,80.54,0.114,13.7,0,Class 0: No Damage
ANT-03337,San Isidro,14.59124,121.21626,1998,9,Wood,Industrial,575,EVT-002,5.2,86.31,0.076,9.1,0,Class 0: No Damage
ANT-02894,San Jose,14.58753,121.24541,1973,3,Steel,Industrial,390,EVT-004,7.9,51.88,1.342,161.0,4,Class 4: Collapse
ANT-00113,San Luis,14.5854,121.14642,1971,6,Masonry_URM,Commercial,433,EVT-035,6.1,60.36,0.272,32.7,2,Class 2: Moderate Damage
ANT-02169,San Juan,14.62535,121.21155,2019,4,Concrete,Residential,654,EVT-082,6.2,19.43,0.952,114.2,3,Class 3: Severe Damage
ANT-01745,Cupang,14.60326,121.23144,2010,3,Wood,School,474,EVT-069,5.1,51.79,0.144,17.2,1,Class 1: Light Damage
ANT-02073,Mayamot,14.64574,121.23905,1950,2,Masonry_URM,Residential,616,EVT-067,5.1,32.91,0.22,26.4,2,Class 2: Moderate Damage
ANT-03625,San Roque,14.61039,121.16808,1994,7,Concrete,Commercial,670,EVT-002,5.2,83.86,0.075,9.0,0,Class 0: No Damage
ANT-03145,San Roque,14.56602,121.13217,1980,8,Concrete,Industrial,725,EVT-063,7.4,37.64,1.134,136.0,4,Class 4: Collapse
ANT-01100,San Luis,14.55686,121.16,2008,3,Concrete,School,361,EVT-054,7.8,64.1,1.037,124.5,4,Class 4: Collapse
ANT-04725,San Jose,14.63615,121.18415,2019,8,Concrete,Hospital,695,EVT-023,5.1,60.83,0.106,12.7,0,Class 0: No Damage
ANT-04670,Dalig,14.55274,121.18744,1984,9,Concrete,School,411,EVT-034,5.3,62.32,0.138,16.5,1,Class 1: Light Damage
ANT-04392,Inarawan,14.63937,121.22197,2021,6,Masonry_URM,Hospital,197,EVT-066,5.7,9.8,1.631,195.8,4,Class 4: Collapse
ANT-00137,San Roque,14.55116,121.16549,2004,5,Wood,Hospital,648,EVT-076,5.5,29.39,0.352,42.3,2,Class 2: Moderate Damage
ANT-04713,San Jose,14.60417,121.1431,1951,1,Wood,Commercial,441,EVT-044,8.0,54.6,1.391,166.9,4,Class 4: Collapse
ANT-01940,Mayamot,14.61153,121.13139,1974,5,Wood,School,474,EVT-056,6.2,24.21,0.841,100.9,4,Class 4: Collapse
ANT-01435,San Isidro,14.63395,121.13616,1954,9,Concrete,Residential,483,EVT-084,5.9,46.14,0.312,37.4,2,Class 2: Moderate Damage
ANT-01338,Bagong Nayon,14.55907,121.1654,2003,6,Concrete,Residential,478,EVT-071,7.4,66.85,0.647,77.7,3,Class 3: Severe Damage
ANT-02653,Cupang,14.60826,121.17016,1993,7,Wood,Industrial,655,EVT-058,6.1,42.78,0.352,42.2,1,Class 1: Light Damage
ANT-04745,Dalig,14.55298,121.21756,2020,3,Masonry_URM,Commercial,442,EVT-100,5.4,83.47,0.096,11.5,1,Class 1: Light Damage
ANT-02416,San Roque,14.63065,121.14531,2019,3,Concrete,Commercial,158,EVT-068,8.3,64.77,1.944,233.3,4,Class 4: Collapse
ANT-02228,San Juan,14.60744,121.21268,1971,7,Wood,School,461,EVT-079,6.1,33.51,0.535,64.2,4,Class 4: Collapse
ANT-01172,San Roque,14.61463,121.14435,1989,2,Steel,Industrial,356,EVT-037,5.6,92.15,0.108,12.9,0,Class 0: No Damage
ANT-01984,San Juan,14.61666,121.14364,1982,8,Wood,Commercial,297,EVT-058,6.1,44.85,0.421,50.5,3,Class 3: Severe Damage
ANT-03904,San Luis,14.62171,121.15828,1983,7,Concrete,Residential,166,EVT-011,6.2,28.01,0.974,116.9,4,Class 4: Collapse
ANT-03679,Muntindilaw,14.57011,121.12577,1990,9,Masonry_URM,School,236,EVT-069,5.1,44.9,0.211,25.4,2,Class 2: Moderate Damage
ANT-00306,Dela Paz,14.64212,121.15861,1975,9,Wood,Residential,713,EVT-043,7.6,70.34,0.612,73.4,4,Class 4: Collapse
ANT-01240,Cupang,14.55521,121.15677,2011,7,Steel,Commercial,539,EVT-032,8.2,60.43,1.377,165.3,4,Class 4: Collapse
ANT-00832,Mayamot,14.60789,121.15979,2019,3,Concrete,Residential,614,EVT-027,7.0,54.18,0.55,66.0,2,Class 2: Moderate Damage
ANT-01756,San Isidro,14.59987,121.20986,1961,7,Wood,School,227,EVT-033,6.2,73.75,0.272,32.6,2,Class 2: Moderate Damage
ANT-03684,Bagong Nayon,14.61523,121.21781,1961,3,Concrete,Hospital,608,EVT-026,6.9,66.76,0.386,46.3,3,Class 3: Severe Damage
ANT-02874,San Luis,14.62102,121.1604,1965,8,Wood,School,381,EVT-069,5.1,51.24,0.155,18.6,0,Class 0: No Damage
ANT-03795,Dela Paz,14.60102,121.20577,1992,6,Masonry_URM,Commercial,521,EVT-041,5.3,19.51,0.487,58.5,3,Class 3: Severe Damage
ANT-02372,Bagong Nayon,14.55415,121.16926,1966,3,Concrete,School,490,EVT-076,5.5,29.08,0.388,46.5,2,Class 2: Moderate Damage
ANT-01640,Dalig,14.61273,121.19767,2000,8,Steel,Residential,643,EVT-025,7.8,76.32,0.667,80.1,2,Class 2: Moderate Damage
ANT-00618,San Luis,14.58188,121.22108,2001,2,Steel,Residential,321,EVT-080,7.4,77.23,0.604,72.5,2,Class 2: Moderate Damage
ANT-02912,San Luis,14.61856,121.17765,2004,1,Steel,Commercial,362,EVT-002,5.2,85.24,0.089,10.6,0,Class 0: No Damage
ANT-04532,Mayamot,14.58103,121.14742,1957,6,Wood,Commercial,655,EVT-099,6.8,42.41,0.615,73.8,4,Class 4: Collapse
ANT-04754,Muntindilaw,14.59173,121.2132,2022,3,Steel,Residential,238,EVT-072,8.2,73.9,1.321,158.5,3,Class 3: Severe Damage
ANT-02584,San Luis,14.6207,121.19764,1969,4,Masonry_URM,Residential,328,EVT-043,7.6,65.57,0.846,101.6,4,Class 4: Collapse
ANT-01467,San Isidro,14.57416,121.20889,1983,5,Concrete,Industrial,485,EVT-074,7.4,59.12,0.754,90.5,4,Class 4: Collapse
ANT-00283,San Roque,14.64042,121.17948,1999,3,Concrete,School,295,EVT-065,8.3,31.95,3.86,463.2,4,Class 4: Collapse
ANT-04278,San Roque,14.60887,121.15664,2001,1,Steel,Industrial,264,EVT-100,5.4,74.61,0.129,15.5,0,Class 0: No Damage
ANT-04881,San Isidro,14.55025,121.18263,1964,3,Steel,Hospital,632,EVT-046,7.5,13.48,3.621,434.5,4,Class 4: Collapse
ANT-03991,Bagong Nayon,14.55835,121.12344,2008,6,Wood,School,273,EVT-088,5.5,61.73,0.188,22.6,1,Class 1: Light Damage
ANT-01813,Bagong Nayon,14.62289,121.20017,1959,4,Masonry_URM,Residential,717,EVT-023,5.1,60.29,0.106,12.7,1,Class 1: Light Damage
ANT-01271,San Roque,14.55192,121.17945,2009,4,Concrete,Industrial,584,EVT-015,6.9,62.02,0.425,51.0,2,Class 2: Moderate Damage
ANT-03263,San Roque,14.55872,121.14207,1976,5,Concrete,Hospital,438,EVT-062,7.1,57.97,0.628,75.3,4,Class 4: Collapse
ANT-03503,San Juan,14.61098,121.22776,1974,6,Steel,School,407,EVT-056,6.2,22.86,0.935,112.2,4,Class 4: Collapse
ANT-02285,San Luis,14.63025,121.19079,2006,7,Concrete,Commercial,394,EVT-092,5.7,77.64,0.139,16.6,1,Class 1: Light Damage
ANT-01556,Cupang,14.57984,121.1711,2017,8,Steel,Industrial,468,EVT-077,6.8,81.32,0.298,35.8,1,Class 1: Light Damage
ANT-01484,Mayamot,14.60227,121.14727,1953,2,Masonry_URM,School,252,EVT-062,7.1,62.44,0.673,80.8,4,Class 4: Collapse
ANT-00162,San Jose,14.63185,121.14008,2017,6,Masonry_URM,School,362,EVT-030,6.2,64.81,0.272,32.7,2,Class 2: Moderate Damage
ANT-00396,Inarawan,14.57069,121.21978,1971,1,Wood,Residential,324,EVT-041,5.3,23.2,0.471,56.5,3,Class 3: Severe Damage
ANT-04073,Dela Paz,14.60252,121.16651,1986,9,Steel,Industrial,332,EVT-066,5.7,15.58,0.949,113.9,3,Class 3: Severe Damage
ANT-04908,Bagong Nayon,14.62649,121.23938,1997,7,Concrete,Hospital,597,EVT-043,7.6,62.56,0.752,90.2,3,Class 3: Severe Damage
ANT-00609,Dalig,14.61743,121.14668,1996,5,Concrete,Hospital,508,EVT-038,5.5,92.36,0.09,10.8,0,Class 0: No Damage
ANT-00405,Bagong Nayon,14.60447,121.12161,2018,2,Masonry_URM,Industrial,172,EVT-092,5.7,71.06,0.2,24.0,1,Class 1: Light Damage
ANT-03682,Mayamot,14.59007,121.14528,2013,3,Steel,Residential,655,EVT-084,5.9,49.6,0.26,31.2,1,Class 1: Light Damage
ANT-02180,Dalig,14.57087,121.23431,1955,5,Concrete,Commercial,569,EVT-092,5.7,75.47,0.129,15.5,1,Class 1: Light Damage
ANT-03426,Cupang,14.58233,121.209,1969,2,Steel,Commercial,509,EVT-088,5.5,69.79,0.133,16.0,1,Class 1: Light Damage
ANT-00320,San Isidro,14.64101,121.12756,2011,8,Masonry_URM,Industrial,757,EVT-084,5.9,46.08,0.273,32.7,1,Class 1: Light Damage
ANT-01830,Muntindilaw,14.60494,121.19967,2013,8,Steel,Hospital,387,EVT-051,7.6,98.05,0.464,55.7,2,Class 2: Moderate Damage
ANT-04144,Bagong Nayon,14.55245,121.23753,1975,3,Masonry_URM,Industrial,667,EVT-024,5.6,72.53,0.122,14.6,1,Class 1: Light Damage
ANT-03803,San Juan,14.64719,121.18926,1990,3,Steel,Residential,160,EVT-023,5.1,62.18,0.16,19.2,1,Class 1: Light Damage
ANT-01025,San Roque,14.60852,121.17633,1961,3,Masonry_URM,Residential,745,EVT-038,5.5,89.05,0.084,10.1,1,Class 1: Light Damage
ANT-00854,Muntindilaw,14.62175,121.12333,1977,3,Wood,Hospital,577,EVT-045,5.4,48.0,0.184,22.1,2,Class 2: Moderate Damage
ANT-00925,Muntindilaw,14.62019,121.12313,2023,5,Concrete,Residential,476,EVT-100,5.4,70.88,0.116,13.9,0,Class 0: No Damage
ANT-01622,San Jose,14.62561,121.17334,2002,7,Concrete,Industrial,252,EVT-001,6.8,68.41,0.45,54.0,2,Class 2: Moderate Damage
ANT-04295,Inarawan,14.5697,121.2394,1978,2,Concrete,Commercial,336,EVT-065,8.3,24.13,5.058,607.0,4,Class 4: Collapse
ANT-01860,Mayamot,14.62537,121.13298,1954,3,Masonry_URM,Residential,515,EVT-100,5.4,71.48,0.112,13.5,1,Class 1: Light Damage
ANT-03430,San Roque,14.6411,121.24269,2010,1,Concrete,Residential,483,EVT-035,6.1,68.96,0.222,26.6,1,Class 1: Light Damage
ANT-03824,Cupang,14.57815,121.22033,2002,9,Concrete,Residential,423,EVT-042,6.2,67.48,0.251,30.1,2,Class 2: Moderate Damage
ANT-03130,Cupang,14.55147,121.13351,2012,5,Wood,Hospital,747,EVT-051,7.6,100.51,0.369,44.2,2,Class 2: Moderate Damage
ANT-01325,Dalig,14.55318,121.20207,1999,9,Steel,Hospital,190,EVT-081,6.0,40.36,0.536,64.3,2,Class 2: Moderate Damage
ANT-02895,Bagong Nayon,14.59056,121.1756,1971,1,Wood,School,350,EVT-097,5.5,47.23,0.237,28.4,3,Class 3: Severe Damage
ANT-01042,Bagong Nayon,14.63473,121.20627,2014,9,Wood,Residential,665,EVT-046,7.5,18.42,2.678,321.4,4,Class 4: Collapse
ANT-04042,Cupang,14.56358,121.15675,2010,1,Concrete,Residential,262,EVT-062,7.1,59.26,0.712,85.4,3,Class 3: Severe Damage
ANT-04753,Dela Paz,14.58434,121.18178,2011,9,Concrete,Industrial,673,EVT-045,5.4,47.62,0.178,21.3,1,Class 1: Light Damage
ANT-00839,Mayamot,14.584,121.19054,2016,6,Concrete,Industrial,635,EVT-024,5.6,77.92,0.113,13.5,0,Class 0: No Damage
ANT-03123,Mayamot,14.64839,121.21587,2009,1,Steel,Commercial,229,EVT-037,5.6,85.14,0.137,16.4,0,Class 0: No Damage
ANT-04140,Muntindilaw,14.64274,121.19147,1963,4,Wood,Commercial,607,EVT-098,5.5,74.8,0.114,13.6,1,Class 1: Light Damage
ANT-01687,Cupang,14.61311,121.23713,1957,3,Steel,Commercial,373,EVT-019,5.0,57.97,0.123,14.8,2,Class 2: Moderate Damage
ANT-04712,San Isidro,14.56823,121.1261,1997,2,Steel,Residential,513,EVT-084,5.9,52.76,0.259,31.1,1,Class 1: Light Damage
ANT-01044,Cupang,14.61564,121.12013,1995,5,Steel,School,412,EVT-037,5.6,94.75,0.099,11.9,1,Class 1: Light Damage
ANT-04390,Dalig,14.57536,121.24913,1956,3,Steel,Hospital,207,EVT-043,7.6,58.09,1.136,136.3,4,Class 4: Collapse
ANT-02941,Cupang,14.59337,121.24224,1996,5,Concrete,School,200,EVT-096,6.3,49.28,0.486,58.4,2,Class 2: Moderate Damage
ANT-01477,Dela Paz,14.61872,121.13184,2006,3,Steel,Hospital,254,EVT-074,7.4,67.94,0.765,91.8,3,Class 3: Severe Damage
ANT-03820,San Luis,14.61579,121.1398,2015,2,Concrete,Residential,509,EVT-002,5.2,82.11,0.084,10.1,0,Class 0: No Damage
ANT-01870,San Juan,14.62067,121.22275,1960,4,Steel,Residential,759,EVT-037,5.6,83.9,0.098,11.7,0,Class 0: No Damage
ANT-00116,San Juan,14.59719,121.12335,1998,4,Steel,Residential,316,EVT-090,7.0,77.71,0.423,50.8,2,Class 2: Moderate Damage
ANT-00518,San Jose,14.5775,121.13688,1974,9,Steel,Commercial,505,EVT-080,7.4,68.23,0.621,74.5,2,Class 2: Moderate Damage
ANT-04953,Muntindilaw,14.63968,121.23598,1993,9,Concrete,Hospital,723,EVT-091,7.6,56.51,0.79,94.8,3,Class 3: Severe Damage
